Hardy,Sallebray
CLÉMENT | Infiniment ; pourvu que le repos permis. | Sur pied en moins de rien l'on me verrait remis. |,"ANDRES, ayant relevé un costé de la tante. | Camarade, dors-tu ? |"
ANDRES | 845 | Secouru d'un cheval jusqu'au premier village | Que pourrais-tu de nous espérer davantage ? |,LE POETE. | Les langueurs que je sens | 990 | Commençoient d’assoupir mes esprits et mes sens. |
"CLÉMENT | Mon grief est qu'en tels lieux ne se rencontre pas | Qui sache garantir un blessé du trépas, | L'excellence approchant de cette bonne dame, | 850 | Sans laquelle j'allais naguères rendre l'âme. |","ANDRES. | Hé bien, que dit le cœur ? comment vont tes morsures ? |"
ANDRES | Bon : sa mine s'évente à ce que je puis voir ; | Guérison de sa main tu prétends recevoir ? |,LE POETE. | Comme il plaist au destin qui m’a fait ces blessures. |
CLÉMENT | Plutôt que m'exposer en proie à l'ignorance. |,"ANDRES. | Je plains ton infortune*, et j’en suis bien marry344. | Dans trois jours au plus tard tu seras tout guery. | 995 | Mais qui te presse ainsi ? quelle affaire importante | {p. 76} | Te fait marcher de nuit, et devers* cette tante ? | Parle. |"
"ANDRES | Ce Sinon frauduleux ne manque d'assurance, | 855 | N'as-tu jamais connu personne d'entre nous ? |",LE POETE. | Helas ! |
CLÉMENT | Non pas d'autre façon que je vous connais tous. |,"ANDRES. | Je le tiens, ce discours l’a surpris.345 | Répons-moy, que crains-tu ? r'appelle346 tes esprits, | Tu peux m’entretenir347 avec toute assurance. |"
ANDRES | Sans familiarité qui fût particulière ? |,"LE POETE. | 1000 | Hé de quoy ? de douleurs, de peine, de souffrance, | C'est là tout l’entretien que vous pourriés avoir, | Déplaisant à donner, et triste à recevoir... |"
"CLÉMENT | Oui hormis d'une fille en beauté singulière, | Tantôt, ou je me trompe, entrevue à l'instant | 860 | Que pansé la douleur me tenait haletant. |","ANDRES. | Voyés qu’il equivoque, et qu’il feint bien le traitre. | Plus je t’entens parler, plus je te croy conestre, | 1005 | Ta mine et cet estat ont trop peu de rapport, | Et ce rustique habit cache un plus noble sort, | Confesse. |"
"ANDRES | Tu l'aimes, ne mens point, dès l'heure pratiquée, | Elle aussi du serpent qui te blesse piquée ? |",LE POETE. | Plût au Ciel. |
"CLÉMENT | D'amitié passagère, et qui naissant mourut, | Qui son objet perdu en éclair disparut. |","ANDRES. | Ma pensée est trop vraye, | {p. 77} | Et me fait découvrir une nouvelle playe, | Mon ame a succombé sous de plus doux effors, | 1010 | N'est-elle pas blessée encor plus que ton corps ? | Certes, s’il est ainsi que je me l’imagine, | Tu merite le bien que l’Amour te destine. | Nous avons entre nous une jeune beauté, | Dont l’éclat a de l’air de la Divinité, | 1015 | Un cœur aura receu son adorable Image, | Et par son ordre exprez tu viens luy rendre hommage. |"
ANDRES | 865 | Ta discrétion veut cacher sous un silence | Ce que l'amour vainqueur met hors par violence. |,LE POETE. | Rien moins. |
CLÉMENT | Comme quoi ? |,ANDRES. | Ce rare effet de ta discretion | Te rend plus digne encor de son affection. |
"ANDRES | Tu ne viens qu'à sa suasion, | Du moins rempli d'espoir à son occasion. |","LE POETE. | Perdés encore un coup348 cette injuste pensée, | 1020 | Dont sa chaste pudeur pouroit estre offensée. |"
"CLÉMENT | Au cas que cela soit, je veux perdre la vie. |","ANDRES. | Comme il prend son parti, mais allons jusqu’au bout, | Il faut apres cela qu’il me declare tout. | {p. 78} | A quoy bon, découvert te cacher davantage ? |"
ANDRES | 870 | Tu crains qu'on te blâmât d'une louable envie. |,LE POETE. | Je ne puis avouer un si faux avantage*. |
CLÉMENT | Je ne crains que d'aller contre la vérité. |,"ANDRES. | 1025 | Pour estre Egiptien ne croy pas que mon cœur | Ignore le pouvoir de ce noble vainqueur, | Je sçay bien que l’Amour porte à d’estranges choses, | Et je pourois parler de ses Metamorfoses. | Ne me cele donc plus ton dessein ni tes feux, | 1030 | La belle Egiptienne est digne de tes vœux, | Bien loin de la blâmer j’estime ton adresse, | Et je te veux servir auprez de ta maitresse. |"
ANDRES | Si as-tu ses faveurs voire mieux mérité. |,"LE POETE. | Ton zele enfin me charme, et ta civilité | Me force à contenter ta curiosité, | 1035 | Mon cœur s’ouvre de joye au nom de cette belle, | J'ay l’heur* de la connestre, et d’estre connu d’elle, | Et puisque tu peux lire en ce cœur malheureux, | Je ne te niray plus que j’en suis amoureux. |"
CLÉMENT | Mon désastre cruel pense à toute autre chose. |,"ANDRES. | Apres avoir langui, enfin ce mot me tuë. |"
"ANDRES | Parle d'un cœur ouvert, et sur moi te repose, | 875 | Qui, frère de ta dame aiderai vos amours | Envers les gens d'honneur serviable toujours. |","LE POETE. | 1040 | Elle a rendu la force à mon ame abatuë, | {p. 79} | Et l’appareil349 plus doux à mon mal furieux, | Fut le charme innocent qui vint de ses beaux yeux. |"
"CLÉMENT | Un offre si courtois de l'effet me tient place, | Mais outre que le mal ces passions me glace, | Mille difficultés qui ne se disent point | 880 | Empêchent mes désirs de tomber sur ce point, | Non par aucun mépris orgueilleux, j'en atteste | Notre commune mère et la lampe céleste : | Onc pudique beauté ne me plut à l'égal, | Trop digne de l'honneur du lien conjugal, | 885 | Dont les perfections démentent sa fortune. | Or, l'histoire gardée à quelque heure opportune | Du cruel accident qui me détient ici, | Sans plus, de m'emmener acceptez le souci. | Qu'à l'extrême besoin elle ne m'abandonne, | 890 | Je sais comme un plaisir semblable se guerdonne. |","ANDRES. | Il guerit et je meurs, mais la rage350 m’anime, | De ton rare merite elle fait grand’ estime. |"
"ANDRES | Sommeille encor un peu, nous allons te pourvoir | De monture, selon que permet le pouvoir. |",LE POETE. | 1045 | Si peu. |
"CLÉMENT | Office d'amitié qui refile ma trame, | Et m'empreint à jamais sa mémoire dans l'âme. |","ANDRES. | Quoy tu t’en plains, ha ! n’en fais plus le fin*, | Acheve d’exposer ton bien-heureux destin, | Nous sommes, tu le sçais, les plus secrets du monde. | As-tu de ses faveurs* ? ta gloire* est sans seconde351, | Montre-les moy, de grace, et ne me cache rien, | 1050 | Fay moy ton confident, je te feray le mien, | Sous d’autres vestemens j’ay fait des avantures, | Dignes de raconter à nos races* futures, | Et sans aller plus loin que ce mesme sejour, | Je t’en pourois conter une du dernier jour, | 1055 | Qui vaut bien à mon gré la peine de l’entendre. |"
"ANDRES | 895 | Marche droit hardiment, un Argus à tes pas | De ruser tant soit peu ne te permettrait pas, | Perfide reconnu qui poursuives ma quête, | Le dol prémédité retombe sur ta tête : | J'irais dedans le sein de celle t'égorger | 900 | Qui ne peut d'amitié que la mienne loger. |",LE POETE. | Que je seray ravy si tu veux me l’apprendre ! | {p. 80} |
"CARDUCHE | Seule | Que flotte davantage, amante forcenée, | Ton penser incertain qui voit sa destinée, | Désormais la pudeur, désormais la raison | Ressemblent opposés un fruit hors de saison. | 905 | Ta nef suit sans timon le Nord qui la maîtrise, | Ce Bohème vainqueur triomphe de ta prise, | Qui sa victoire ignore, et moins sage qu'heureux | Est adoré de toi n'étant pas amoureux. | Tes stériles regards ne pénètrent son âme, | 910 | Trop d'inégalité lui recèle ta flamme, | Et, comble de malheur, proche du partement, | II faut hélas ! il faut parler ouvertement, | Ou qu'un trépas forcé te libère de peine, | Qu'un fer ou qu'un licol à la Parque te mène | 915 | Sur l'infâme sujet de ce vil étranger, | Qui n'aime çà et là vagabond qu'à changer, | Chez qui le vice prit une telle habitude, | Qu'il ne peut mettre ailleurs autre sollicitude, | Qui n'estimera pas, insensible à l'honneur, | 920 | D'un repos en ta couche ouverte le bonheur. | Perverse, qu'as-tu dit ? ce généreux courage | Prouve en ses actions que fortune l'outrage, | Chacun remarqua assez aux gestes, aux discours | Qu'il reste dans la fange à faute de secours. | 925 | Mon chois le trouverait de la vertu capable, | Donc ne le secourir me condamne coupable, | Consulter au surplus les parents ne me chaut, | Notre hymen accompli, c'est un faire le faut, | Un torrent furieux qui leur vouloir entraine, | 930 | C'est, forçats, les tirer ensemble à une chaîne : | Advienne qui pourra, je vais, l'œil plein de pleurs, | La bouche de sanglots, lui ouvrir mes douleurs. |","ANDRES. | Tu me fermes la bouche en me fermant ton coeur, | Et tu me crois sans doute indiscret ou moqueur, | Voy-tu ? ne couvre plus une flame apparente, | 1060 | Et sçache que la fille est ma proche parente, | Que je vous puis servir tous deux en vos amours, | Vous faisant preferer des nuits aux plus beaux jours. |"
"CLÉMENT | Du fils de Jupiter la valeur indomptable | À son ami captif ne fut plus profitable, | 935 | À son ami récous des griffes du mâtin | Qui garde chez Pluton la porte du destin ; | Vous m'obligez autant que mortel saurait faire | CheuN de Scille en Caribde à ce fâcheux affaire, | Confus, désespéré, sans retraite surpris | 940 | De l'accident du meurtre en peu de mots compris. |","LE POETE. | Je ne refuse pas cette offre avantageuse*, | Mais mieux que son parent je connoy Precieuse, | 1065 | On ne peut faire bréche à sa chaste vertu, | Par discours, par presens, en vain j’ay combatu, | Rien ne peut ébranler cette vivante roche, | Mille trais* enflamés en défendent l’approche, | Et lorsqu’on la permet, c’est pour mieux faire voir | 1070 | Que sans intelligence* on ne la peut avoir. |"
"ANDRES | Bien qu'à la vérité tel acte magnanime | Mérite une couronne au lieu du nom de crime, | Quelquefois la justice exemplaire se rend | À ceux qui n'ont après ressource ni garant : | 945 | De peur qu'à nos dépens une commune rie, | Il n'est que d'évader sa première furie. | Bref, que deux ennemis laissés sur le carreau | Vous prîtes le chemin de la fuite plus beau ? |","ANDRES. | Ha ! ce dernier discours me redonne la vie, | Mais redoublons l’épreuve, et sçachons son envie.352 | Dy ce que tu voudras pour cacher ton dessein, | [L, 81] | Je voy ce que tous deux vous avés dans le sein, | 1075 | Et dedans vôtre amour mon zele s’interesse, | Mais enfin la veux-tu pour femme ou pour maitresse ? | Si tu la veux pour femme, hé bien dans peu de temps | J'y feray consentir tous ses autres parens, | Sinon il ne faut point tant de ceremonies, | 1080 | De semblables vertus parmi nous sont banies, | Pourveu que nous voyons quelque somme d’argent. |"
CLÉMENT | N'épouser d'un parent l'équitable querelle | 950 | Donnait à mon honneur double atteinte mortelle. |,"LE POETE. | Cher ami, ce discours est par trop obligeant*. |"
"ANDRES | Oui, roturier après le privilège ôté | De porter jamais plus une épée au côté. |",ANDRES. | En as-tu ? |
CLÉMENT | Vous ne me dites rien d'une métamorphose | Que voyant de mes yeux quasi croire je n'ose. |,LE POETE. | J'ay sur moy quelques six vingts353 pistoles*. |
"ANDRES | 955 | Présume, cher ami, qu'onc mes désirs contents | Ne passèrent si bien qu'à cette heure le temps ; | La superfluité de trop de mets dégoûte, | Parmi l'aise excessif l'homme aussi ne voit goutte. | Aigle, près d'un Soleil qui me luit gracieux | 960 | La fatigue a perdu son amer odieux, | Familière chez moi de sorte devenue | Que sans elle la joie à l'instant diminue. |",ANDRES. | (A part.) | C'est pour la suborner. Donc sans plus de paroles | 1085 | Laisse-moy faire. |
"CLÉMENT | L'habitude se tourne en loi, joint que l'amour | Peut faire de la nuit plus obscure un beau jour, | 965 | Lors principalement que l'espoir se fomente | Des chastes privautés d'une céleste Amante; | Toutefois le moyen qu'illustre cavalier | Tel sort calamiteux ferme vous peut lier ? | Que languir longuement cette gueuse de vie | 970 | Ne remonte nature où le sang la convie ? |","LE POETE. | Hélas ! pers ce soin odieux, | Puisqu’un autre dessein m’a conduit en ces lieux, | {p. 82} | Ce n’est pas qu’en effet je n’aime Precieuse, | Et que ma passion ne me soit glorieuse : | Mais de mon seul destin l’implacable couroux | 1090 | Me fait venir chercher un azile entre vous. | Apprens en peu de mots le sujet qui m’ameine, | Qui m’a fait déguiser, et qui cause ma peine. | La mort d’un Cavalier couché sur le pavé, | Dedans une querelle où je m’estois treuvé, | 1095 | Me fit quiter Séville, et venir à Tolede | Pour treuver dans ma fuite un assuré remede. | Mes parens cependant qui sçavent où je suis, | Avertis du danger où mes jours sont réduis, | M'ont fait donner avis cette mesme soirée, | 1100 | Que j’eusse à me pourvoir de retraite assurée354, | Tout ce que j’ay pû faire en ce pressant soucy, | Est de changer d’habit, et de venir icy, | Contre les trais* du sort implorer assistance. |"
"ANDRES | Qu'elle durât après le trépas paternel ? | Non, l'infamie adonc me rendrait criminel. | Mais vous, reçu confrère en la troupe brigande | Répondez véritable à pareille demande, | 975 | Quel terme résolu se prescrit de séjour ? |","ANDRES. | Si ce n’est que cela repose en assurance, | 1105 | Je m’en vay de ce pas y resoudre nos gens. |"
"CLÉMENT | Mon départ d'avec elle attend le premier jour, | Que nous approcherons Carthagène, où Neptune | Offre l'occasion du trajet opportune, | Trajet qui dans l'Itale assuré me conduit. |","LE POETE. | Va, je reconnestray tant de soins obligeans*. | (La tante se referme.) |"
"ANDRES | 980 | Vous reconnaissant donc à ce dessein réduit, | Mon crédit s'emploiera vers nos gens, et je gage | Leur faire consentir la route du voyage. |","ANDRES, en s’en allant. | Marche droit hardiment*, ou mon ame abusée | {p. 83} | Sçaura bien se vanger de ta flame rusée, | Qui cherche ma maitresse il cherche le trespas*, | 1110 | Je t’irois immoler*, à ses yeux, dans ses bras, | Et si son lâche cœur trempoit dedans ton crime, | J'abatrois d’un seul coup l’autel et la victime. | Fin du troisieme Acte. |"
"CLÉMENT | Comble de l'infini des plaisirs avancés, | Qui vous seront un jour du Ciel récompensés, | 985 | Qui rendent à l'auteur tributaire ma vie. | Mais voyez qu'une fille en merveille ravie | Tient l'œil fixe sur vous, ah ! ce signal donné, | Inséparable éclair d'un cœur passionné, | Veut que les champions seuls demeurent en lice. |","ANDRES. | Mais tu ne me dis rien de ce pauvre blessé, | Est-ce ainsi qu’un Amant doit estre delaissé ? | 1115 | Est-ce ainsi que l’amour doit ceder à la crainte ? |"
"ANDRES | 990 | Un malin tient chacun suspect de sa malice, | Pour cause, demeurez à l'écart un peu loin, | De notre conférence oculaire témoin. |",PRECIEUSE. | Que vous estes adroit à couvrir une feinte ! | Vous l’avés veu sans doute. |
,"ANDRES. | Ouy, je l’ay visité, | J'ay plus de soin* que toy, j’ay plus de charité. | {p. 85} |"
,PRECIEUSE. | S'il est vray qu’on appelle ainsi la jalousie. |
,"ANDRES. | 1120 | J'ay flaté la douleur dont son ame est saisie, | Et mesme j’ay promis de l’en faire guerir. |"
,"PRECIEUSE. | Apres avoir eu soin* de vous bien enquerir, | Mais se porte-t’il mieux ? |"
,"ANDRES. | Je crains qu’il ne se trouble, | Sa playe est toute en feu, la fiévre luy redouble, | 1125 | Enfin il est fort mal, tu devois bien aussi | Faire en sorte qu’il vint plus surement icy, | Et c’étoit bien assés du feu qui le devore. |"
,"PRECIEUSE. | Quoy ? sur cet accident* vous me raillés encore, | Apprenés-moy plustost quel etrange dessein | 1130 | Sous ce rustique habit il cache dans le sein, | Ce secret n’aura pas échapé355 vôtre adresse. |"
,"ANDRES. | Il ne le dira point qu’à sa seule maitresse, | Et je me suis chargé pour son allegement*, | {p. 86} | D'obtenir l’entretien d’une heure seulement, | 1135 | Ne luy refuse pas un bien si desirable, | Et prepare à ses vœux un acueil favorable. |"
,"ANDRES, ayant apperceu Hipolite. | Ha ! le fâcheux objet*. |"
,PRECIEUSE. | Hé quel mal-heur* si prompt | Vous met la flame aux yeux et la rougeur au front ? | Ha ! c’est une Maistresse. |
,ANDRES. | Une fille importune. |
,"PRECIEUSE. | 1140 | Hé bien, faut-il rougir d’une bonne fortune* ? | Voyla ce que produit vôtre sombre beauté, | Et le fard que je donne à cette qualité356, | Mais sa peine m’oblige à vous laisser ensemble. | {p. 87} |"
,ANDRES. | Voy mon dernier refus. |
,"HIPOLITE. | Le voyla, mais je tremble. |"
,"PRECIEUSE. | 1145 | Prié par ce regard si doux et si charmant | D'une heure d’entretien pour son allegement*, | Ne luy refusés pas un bien si desirable, | Et faites à ses vœux un acueil favorable357. |"
,"ANDRES. | Je voy bien ce que c’est, tu veux rire à ton tour, | 1150 | Mais ne croy pas au moins... |"
,"PRECIEUSE. | Adieu, jusqu’au retour. |"
,"HIPOLITE. | Feignons de l’arrester, quoy qui nous en avienne,358 | Où va si promptement la belle Egiptienne ? | Peut-on pour un moment icy l’entretenir ? |"
,"PRECIEUSE. | Je ne suis point du tout sçavante en l’avenir. | 1155 | Celuy que vous voyés suivant ma conjecture*, | {p. 88} | Vous dira mieux que moy vôtre bonne avanture. |"
,"HIPOLITE. | Hélas ! elle a raison, éprouvons son avis359. |"
"CARDUCHE | Muette à ton abord, rare honneur de ta troupe, | Une timidité la parole me coupe. | 995 | Hélas! Mais quel besoin d'exprimer par la voix | Ce qu'ont redit les yeux un million de fois ? |",ANDRES. | De quel nouveau mal-heur* mes jours sont-ils suivis ? |
"ANDRES | Vous venez enquérir, que j'estime, amoureuse, | Si devez être ou non en vos amours heureuse. |","ANDRES. | Madame, vous m’offrés un honneur qui m’étonne*. | 1160 | J'ay veu de vôtre part l’une et l’autre personne360, | Toutes deux m’ont parlé de vôtre indigne choix, | Toutes deux m’ont ravy l’usage de la voix, | Et maintenant encor je ne sçay que répondre, | Trop d’éclat m’éblouit, trop d’heur* me vient confondre, | 1165 | Et ces rares faveurs* me font imaginer | Qu'à quelque autre qu’à moy vous croyés les donner : | {p. M, 89} | Sortés de vôtre erreur, voyés ce que vous faites, | Regardés qui je suis, et songés qui vous estes, | Si vos yeux ont un voile, ou si vous sommeillés, | 1170 | Arrachés-le, Madame, ou bien vous éveillés361. |"
"CARDUCHE | Oracle que le tien ne peut prédire aussi, | 1000 | Ou ma fin précipite, ou mon mal adouci ; | Tu connais, inspiré, ma blessure profonde, | Que seul tu peux guérir dans le globe du monde. | Pauvre fille charmée, hélas ! ôte le sort | Qui mon âme possède, ou me donne la mort. |","HIPOLITE. | Non, non, ma passion362 ne m’a point aveuglée, | C'est toy seul qui la rens et juste et déreglée, | Tu contrains à t’aimer quiconque ose te voir, | Et c’est le moindre effet de ton charmant pouvoir. | 1175 | Mon ame te sentit dès que mes yeux te veirent, | Ta douceur m’enchanta, tes graces me ravirent, | Je treuvay de l’éclat dans ce teint bazané, | Et d’une obscure tige un noble Amour est né, | Amour qui te remet les biens que je possede, | 1180 | En quoy sçache que nul ne m’égalle à Tolede, | Amour qui t’offre encore un tresor plus exquis, | Triomphe363 beau vainqueur après avoir conquis : | De ce mesme regard qui me meit364 toute en flame, | Lance un rayon d’espoir qui contente mon ame, | 1185 | Modere ton tourment, et romps enfin le sort | Qui l’agite, la trouble, et me donne la mort. |"
"ANDRES | 1005 | Pour les charmes du corps nos secrets on réclame, | Des démons implorés dépendent ceux de l'âme. |","ANDRES. | Nôtre pouvoir est vain pour les charmes de l’ame, | {p. 90} | Et ce sont les démons qu’en ce point on reclame. |"
"CARDUCHE | Autre démon que toi n'a compris ce savoir, | Autre démon que toi n'a semblable pouvoir. | Laisse, dissimulé, laisse un voile de feinte, | 1010 | Et ma honte n'accroit : la passion dépeinte | Que tu me fais souffrir mourant à petit feu, | Ains plutôt qu'une excuse impitoyable ait lieu, | Ma virginale crainte à l'amour fera place | Qui te doit échauffer et, fusses-tu de glace, | 1015 | Ta fortune en ma couche acquise désormais, | Quitte la pauvreté compagne pour jamais, | Cesse de vivre plus incertain de ta vie | À l'opprobre commun vagabonde asservie. | Ma mère sur le bord de sa fosse mourra | 1020 | Et unique héritière à l'heure me lairra, | Riche en meubles, en or, en belles métairies, | En terres de labeur, en de larges prairies, | Admire, admire l'aise impourvu qui t'attend, | Carduche heureuse alors que tu seras content, | 1025 | Carduche, qui t'estime à l'égal d'un monarque, | Qui la fortune ingrate à tes vertus remarque. | Choisi donc mon parti que tu vois des meilleurs : | Où espérerais-tu même fortune ailleurs ? |","HIPOLITE. | Autre démon que toy ne l’y sceut attacher, | 1190 | Autre démon que toy ne l’en peut arracher, | Laisse, laisse cruel une importune feinte | Qui donne à mon amour une mortelle atteinte. | De Roy ne devient point un tyran de mon cœur, | Ni de maitre adorable un insolent vainqueur, | 1195 | Que l’amitié* succede à la feinte banie, | N'ajoûte point la honte à ma peine infinie, | Ne méle point l’orgueil aux belles qualités | Que je vois au travers de ces obscurités.365 | Quoy, manquay-je d’apas* ? quoy, manquay-je de charmes | 1200 | Qui puissent t’obliger à me rendre les armes ? | Ma personne, mes biens, et ma condition, | Ne peuvent-ils forcer ton inclination ? | Ne peux-tu preferer à cette vie infame | L'avantageux* bon-heur* de m’avoir pour ta femme ? | 1205 | Quitte, quitte la honte où le sort t’engagea, | Sors de cette misere où le sort te plongea, | Seconde* mes desirs en faveur de toy-mesme, | {p. 91} | Respons au nom d’Hymen* à mon amour extréme, | Par là, de mes tresors tu deviens possesseur, | 1210 | Tu vivras avec gloire*, en paix, dans la douceur, | Et goûtant des plaisirs tous purs et sans limites,366 | Braveras la Fortune* ingratte à tes mérites. |"
"ANDRES | L'offre m'honore trop, l'offre d'une Carite, | 1030 | Qui moins ardente dût mieux peser son mérite, | Mieux faire ses moyens et son grade valoir, | D'une mère premier consultant le vouloir, | Qui, vieille n'a d'appui ni d'espérance qu'elle. | Joint (foi de cavalier Égyptien, ma belle) | 1035 | Que nos statuts exprès défendent rigoureux | Autre part que chez nous le commerce amoureux : | Tout Égyptien doit prendre une Égyptienne, | Inviolable loi qui s'observe, ancienne, | Sur peine de la vie; excusez l'impuissant, | 1040 | Qui ce point excepté, vous reste obéissant. |","ANDRES. | Descendre jusqu’à moy, m’élever jusqu’à vous, | D'un pauvre Egiptien en faire vôtre époux, | 1215 | Ravi d’une si haute et si rare merveille, | Quoy que prez d’un soleil je doute si je veille, | Et je ne comprens pas par quel heureux destin | J'ai pû faire un si noble, et si riche butin. | A quelles dures lois est mon ame asservie, | 1220 | Que je ne puisse pas contenter vôtre envie, | Que je ne puisse pas jouir de ce bon-heur | Qui contient le plaisir, la richesse et l’honneur ?367 | Ha ! c’est bien maintenant que l’ingratte Fortune* | Me fait sentir les trais* de sa haine importune, | 1225 | Me venant d’une main un tresor presenter, | Que l’autre au mesme instant me defend d’accepter. |"
"CARDUCHE | Vos lois ne portent point nécessité qui presse, | Ne peuvent que sur ceux que la disette oppresse : | Prête-moi le serment de légitime époux, | Et les tiens s'opposants je les ruine tous. |","HIPOLITE. | Dans ce consentement que ta grace m’octroye, | Qui s’oppose à ton bien ? qui s’oppose à ma joye ? | {p. 92} |"
ANDRES | 1045 | La parole me lie autre part engagée. |,"ANDRES. | La rigueur de nos loix, qui veut que parmi nous | 1230 | Nous prénions une femme et la fille un époux, | Lors par qui mon mal-heur* a sa rage assouvie368, | Et qu’il faut observer sur peine de la vie. |"
CARDUCHE | Ton mieux trouvé t'absout à mon sujet changée. |,HIPOLITE. | Je te sauve de tout par mon authorité. |
"ANDRES | Oncques, irrévocable, elle ne changera. |",ANDRES. | Vous ne me sauvés pas de l’infidelité. |
CARDUCHE | Par ainsi ta misère onc ne s'étrangera. |,HIPOLITE. | 1235 | Es-tu déjà soûmis au joug de l’Hymenée* ? |
"ANDRES | Ma misère me plait, heureuse me contente, | 1050 | Ne vous repaissez plus de cette vaine attente. |",ANDRES. | J'espere voir bien-tost cette heureuse journée. |
"CARDUCHE | Ô bélitre arrogant, assure assure-toi, | Que tu sauras que vaut de s'affronter à moi, | Que ton brave refus te va coûter la vie, | Ma menace soudain de son effet suivie. | 1055 | Te ressouvienne, ingrat, qu'un féminin courroux | Surpasse dangereux celui des lions roux. |",HIPOLITE. | L'avantage* en ce cas te permet de changer. |
"ANDRES | L'impatiente suit la fureur qui l'anime, | Ne pouvant recevoir d'excuse légitime, | Un amour dédaigné ne bande ses esprits | 1060 | Qu'à la vengeance, et faut garder d'être surpris. | Notre troupe au plutôt de ce bourg délogée | Où puissante d'amis préside l'enragée. |","ANDRES. | Trop puissant est l’objet* qui me sceut engager, |"
"PRÉCIEUSE | Un trouble merveilleux m'agite le cerveau : | Ainsi que le nocher appréhende sur l'eau | 1065 | Trop de calme annonçant la tempête outrageuse | Qui mêle dans le ciel une mer orageuse; | Ainsi la vision apparue au sommeil | Environ sur le point que lève le Soleil, | Traverse de pensers mon âme soucieuse, | 1070 | Qui la craint d'un malheur voisin l'avant-coureuse. | Mon Andres me semblait à l'heure pourchassé | D'une grande lionne, et en fin terrassé | - Quelque effort que l'on mît à le vouloir défendre - | Dans son repaire affreux disparu le descendre. | 1075 | Lors estimé perdu j'arrache mes cheveux, | J'adresse désolée au ciel mes humbles vœux, | Plombe de mille coups ma poitrine, et ma face, | Demeure en pâmoison profonde sur la place. | Revenue, voici mon Andres derechef, | 1080 | Garanti du péril, un myrte autour du chef, | Que l'on n'attendait plus, et qui de joie éprise | Me réveille en sursaut ce songe lâchant prise. | Songe qui pronostique une atteinte du sort, | Mais que notre bonheur triomphera plus fort, | 1085 | Que nos chastes amours après l'âpre froidure | Obtiennent un printemps agréable qui dure. | Fils ailé de Venus, ne le diffère tant | Que le courage enfin succombe, peu constant, | Un roc se transirait à la pitié sensible, | 1090 | De voir ce cavalier par-dessus son possible, | Fatiguer, endurer le froid, la faim, le chaut, | Et, ce qui coûte plus à ce courage haut, | L'ignoble train de vie entre nous ordinaire, | Voire à la cruauté s'astreindre, débonnaire. | 1095 | Puis, que sert de mentir ? Contrainte en ma rigueur, | Je ne tire que trop ma part de sa langueur, | La pitié, peu s'en faut, équitable, surmonte | Et dissipe le frein d'une pudique honte ; | Tien ferme toutefois, imitant le nocher, | 1100 | Que, proche des écueils, on ne voit relâcher. | Au bon commencement donne la fin de même ; | Un garçon s'achemine en diligence extrême, | À moi ; que cherches-tu ? |",HIPOLITE. | Mais cet objet* enfin n’est qu’une Egiptienne. |
"GARÇON ÉGYPTIEN | Mandée, accourez tôt, | Notre bande au départ se prépare tantôt, | 1105 | Beaucoup ja délogés vont faire l'avant-garde, | Et dit-on qu'un séjour le moindre nous hasarde. |",ANDRES. | 1240 | Sa vertu me plaist mieux qu’une race* ancienne. | {p. 93} |
,"HIPOLITE. | Quiconque a l’une et l’autre, elle est à preferer.369 |"
,ANDRES. | De la seule vertu je puis tout esperer. |
,"HIPOLITE. | Prens la possession, et quitte l’esperance. |"
,"ANDRES. | Je me tiens à l’espoir, qui m’en donne assurance.370 |"
,HIPOLITE. | 1245 | Le mal-heur* trop souvent suit cet esprit flateur. |
,ANDRES. | Quoy qui puisse arriver j’en beniray l’autheur. |
,HIPOLITE. | La misere et l’orgueil ne sont pas bien ensemble. |
,ANDRES. | J'aime dans mon destin le nœud qui les assemble. |
,"HIPOLITE. | Quoy ? mon atente est vaine, et je souffre un refus. | {p. 94} |"
,ANDRES. | 1250 | Je ne vous puis donner un cœur que je n’ay plus. |
,"HIPOLITE. | Quoy d’un Egiptien je me voy refusée ! | Quoy d’un fier vagabond je me voy méprisée ! | Ma faveur le poursuit, il suit d’autres apas, | Je luy parle d’Hymen*, il ne l’accepte pas, | 1255 | Honte, dépit, affront, ressentiment, vengeance, | Laissés-vous triompher cette superbe* engeance371 ? | Souffrés*-vous que ce traitre avec impunité | Profane ma vertu, ma gloire* et ma beauté ? | Au secours ma fureur, viste forgeons un foudre372, | 1260 | Qui reduise à mes yeux ces deux amans en poudre, | Faisons pour le haster des effors merveilleux, | Et lançons-le d’abord sur ce roc orgueilleux, | Roc qui brave le Ciel qui s’atache à la terre ; | Et semble défier les éclats du tonnerre, | 1265 | Bien-tost, bien-tost, ingrat, il va tomber sur toy, | Tu sçauras ce que c’est de se moquer de moy, | Tu sçauras ce que c’est de mépriser ma flame, | Et de me preferer je ne sçay quelle373 infame, | {p. 95} | Tu ne tiens pas encor cet objet de tes vœux, | 1270 | Tu periras au port, et peut-estre tous deux, | Je te vays de ce pas faire charger de chaines, | Je te vays exposer aux plus cruelles génes*, | Et tu confesseras dans l’horreur de tes fers, | Qu'il vaudroit mieux vivant tomber dans les enfers, | 1275 | Qu'au pouvoir irrité d’une amante enragée | D'un indigne mépris dont je seray vangée. |"
